screen_name,tweet_id,reply_date,reply_time,reply,collecting_date,collecting_time
hiteshvachh00,822507710432288768,2017/1/20,18:14:54,b'@TimesNow @sambitswaraj \xe0\xa4\xb0\xe0\xa4\xbe\xe0\xa4\xb9\xe0\xa5\x81\xe0\xa4\xb2 - \xe0\xa4\xae\xe0\xa5\x88\xe0\xa4\x82\xe0\xa4\xa8\xe0\xa5\x87 \xe0\xa4\x87\xe0\xa4\xa4\xe0\xa4\xa8\xe0\xa5\x80 \xe0\xa4\xae\xe0\xa5\x87\xe0\xa4\xb9\xe0\xa4\xa8\xe0\xa4\xa4 \xe0\xa4\x95\xe0\xa5\x80 \xe0\xa4\x95\xe0\xa4\xbf \xe0\xa4\xae\xe0\xa4\xa8\xe0\xa4\xae\xe0\xa5\x8b\xe0\xa4\xb9\xe0\xa4\xa8 \xe0\xa4\xb8\xe0\xa4\xbf\xe0\xa4\x82\xe0\xa4\xb9 \xe0\xa4\x9c\xe0\xa4\xb5\xe0\xa4\xbe\xe0\xa4\xa8 \xe0\xa4\xb9\xe0\xa5\x8b \xe0\xa4\x97\xe0\xa4\xaf\xe0\xa5\x87 \xe0\xa5\xa4 \n\n\xe0\xa4\xb8\xe0\xa5\x8b\xe0\xa4\xa8\xe0\xa4\xbf\xe0\xa4\xaf\xe0\xa4\xbe - \xe0\xa4\x85\xe0\xa4\xac\xe0\xa5\x87 \xe0\xa4\xac\xe0\xa5\x87\xe0\xa4\xb5\xe0\xa4\x95\xe0\xa5\x81\xe0\xa4\xab \xe0\xa4\xb5\xe0\xa5\x8b \xe0\xa4\xb8\xe0\xa4\xbf\xe0\xa4\xa7\xe0\xa5\x8d\xe0\xa4\xa7\xe0\xa5\x82  \xe0\xa4\xb9\xe0\xa5\x88 \xe0\xa4\xae\xe0\xa4\xa8\xe0\xa4\xae\xe0\xa5\x8b\xe0\xa4\xb9\xe0\xa4\xa8 \xe0\xa4\xa8\xe0\xa4\xb9\xe0\xa5\x80 \xe0\xa5\xa4 \n\n\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82',2017/1/20,12:7:21
jasti281,822507691163746305,2017/1/20,18:14:49,b'RT @TimesNow: Telugu superstar Mahesh Babu comes out strongly in support of jallikattu amid groundswell in Tamil Nadu for conduct of the sp\xe2\x80\xa6',2017/1/20,12:7:21
ProudSecular,822507647501008897,2017/1/20,18:14:39,b'@ARUN_RAVAN @Rajkumar1964Raj @TimesNow Policing is enforced by Mobs !! Stop forcing mob Mentality on Democracy',2017/1/20,12:7:21
ARUN_RAVAN,822507629125603329,2017/1/20,18:14:34,b'@ProudSecular @TimesNow #jallikattu reminds us of bringing bulls to work with us. Our transformation from foodgatherers to food producers',2017/1/20,12:7:21
adiscover,822507565829324801,2017/1/20,18:14:19,"b""RT @ragarwal: Can we remove India's poverty first? https://t.co/7Rajit845Z""",2017/1/20,12:7:21
n2r3ndr2,822507555737976832,2017/1/20,18:14:17,b'RT @TimesNow: #PICTURES: Donald Trump sworn in as the 45th President of the United States #TrumpEra https://t.co/5mH8VY08Nd',2017/1/20,12:7:21
SubhashDahiya15,822507475534483456,2017/1/20,18:13:58,b'RT @Prof_HariOm: RSS again takes plunge to enable BJP to replicate Bihar in UP. This statement of RSS is aimed at weakening PM Modi &amp; ensur\xe2\x80\xa6',2017/1/20,12:7:21
BhartiKatyal,822507414813483008,2017/1/20,18:13:43,b'RT @TimesNow: Donald Trump sworn in as the 45th President of the United States https://t.co/tnLpbDWUE6',2017/1/20,12:7:21
maheshtapase,822507413207019520,2017/1/20,18:13:43,b'#manmohanvaidya spoke the heart of #RSS .I condemn his statement. We will not take his statement lightly. @PTI_News @ANI_news @TimesNow',2017/1/20,12:7:21
rajib101,822507354860167168,2017/1/20,18:13:29,b'RT @Ckb1960in: No one has the right to sit &amp; take a ride in #NetajisCar.@PTI_News @timesofindia @htTweets @the_hindu @JagranNews @ttindia @\xe2\x80\xa6',2017/1/20,12:7:21
sreeni_vv,822507347885125632,2017/1/20,18:13:27,b'RT @hstapanghosh: No. But it is proved that SC is not above our tradition and heritage. Thanks to Tamil Hindus. https://t.co/SqRjU1Byrk',2017/1/20,12:7:21
Teddy20269445,822507287491317762,2017/1/20,18:13:13,b'RT @MarineRenga: #TNJALLIKATTU #jallikattu #Jallikattuprotest AMEND PCA ACT SOON @ndtv @IndiaToday @TimesNow @narendramodi #jallikattu #Jal\xe2\x80\xa6',2017/1/20,12:7:21
SimpleSubham,822507231145029635,2017/1/20,18:13:0,b'RT @TimesNow: Donald Trump sworn in as the 45th President of the United States https://t.co/tnLpbDWUE6',2017/1/20,12:7:21
BhartiKatyal,822507213923106816,2017/1/20,18:12:55,"b""RT @morpheusmaxx: #TrumpInauguration #BigStory If only Barkha hadn't spoken too soon, it would have been different today! @ndtv @POTUS @The\xe2\x80\xa6""",2017/1/20,12:7:21
ParthibanSelvar,822507192460853248,2017/1/20,18:12:50,b'RT @TimesNow: Protester at Marina Beach welcomes approval of ordinance on Jallikattu by Law Ministry. Big boost for the #MakkalMovement htt\xe2\x80\xa6',2017/1/20,12:7:21
lalitaalaalita,822507182960873478,2017/1/20,18:12:48,"b""RT @InduSarabhai: How? You'll stop selling arms to them? https://t.co/ncsgnFgAfX""",2017/1/20,12:7:21
NSK_Kochhar,822507143903449089,2017/1/20,18:12:39,"b'RT @TimesNow: This is a great lesson to the country that we cannot play with the custom and culture of any state: Dr Sambit Patra, BJP #Mak\xe2\x80\xa6'",2017/1/20,12:7:21
CDevsharma,822507142049595393,2017/1/20,18:12:38,"b'RT @TimesNow: We respect the culture, tradition &amp; the proud legacy of Tamil people &amp; Tamil Nadu state:Ravi Shankar Prasad,Union Law Min #Ma\xe2\x80\xa6'",2017/1/20,12:7:21
ARUN_RAVAN,822507123804291072,2017/1/20,18:12:34,b'@ProudSecular @Rajkumar1964Raj @TimesNow If wearing short skirt is choice. So is playing jallikattu',2017/1/20,12:7:21
svadivel2001,822507122877493252,2017/1/20,18:12:34,b'RT @TimesNow: Oscar winning music director A R Rahman ends his day long fast that he held in support of the #MakkalMovement https://t.co/FF\xe2\x80\xa6',2017/1/20,12:7:21
avjraj,822507118720757760,2017/1/20,18:12:33,b'@TimesNow Congress slaves worship an Ass named Rahul so they tried to ban jalli katu of the play with the majestic bull.',2017/1/20,12:7:21
svadivel2001,822507011459915778,2017/1/20,18:12:7,b'RT @TimesNow: Telugu superstar Mahesh Babu comes out strongly in support of jallikattu amid groundswell in Tamil Nadu for conduct of the sp\xe2\x80\xa6',2017/1/20,12:7:21
nilavukumar,822506989095768064,2017/1/20,18:12:2,b'@TimesNow can she point out three basic Tamil principles',2017/1/20,12:7:21
ARUN_RAVAN,822506983550914560,2017/1/20,18:12:0,b'@ProudSecular @Rajkumar1964Raj @TimesNow When we decide the govt. We have every right to determine our culture. Stop policing',2017/1/20,12:7:21
molu_saurav,822506966832607232,2017/1/20,18:11:56,b'@TimesNow true',2017/1/20,12:7:21
amitkumar13557,822506946360025088,2017/1/20,18:11:52,"b'RT @RoflGandhi_: 2008 feels like yesterday, goodbye Boku. #fav https://t.co/9nTNKWyf1g'",2017/1/20,12:7:21
rama1966,822506917696311299,2017/1/20,18:11:45,"b""@TimesNow Don't know why he is so obsessed with appearing on any TV channel and giving his opinion on any topic.""",2017/1/20,12:7:21
GJ2323,822506841347420164,2017/1/20,18:11:27,"b""@TimesNow Ambumani don't get blown away by this and don't feel its your win. You are the person who made medical students suffer so much.""",2017/1/20,12:7:21
Sharmaroyals,822506816286367746,2017/1/20,18:11:21,b'RT @iMac_too: All sleeper cells are activated for UP. https://t.co/eWhsT5bstp',2017/1/20,12:7:21
yaajushi,822506797101678592,2017/1/20,18:11:16,"b""RT @InduSarabhai: How? You'll stop selling arms to them? https://t.co/ncsgnFgAfX""",2017/1/20,12:7:21
SlImAbHiShAdDy,822506784711507969,2017/1/20,18:11:13,"b'RT @TimesNow: If you couldn\xe2\x80\x99t do anything world over, why is it that PETA is targeting Tamil Nadu?:Khushboo, Actor #MakkalMovement https://\xe2\x80\xa6'",2017/1/20,12:7:21
AbhinayaSaxenaa,822506766558752771,2017/1/20,18:11:9,b'RT @iMac_too: All sleeper cells are activated for UP. https://t.co/eWhsT5bstp',2017/1/20,12:7:21
SlImAbHiShAdDy,822506753313021952,2017/1/20,18:11:6,"b'RT @TimesNow: This is a great lesson to the country that we cannot play with the custom and culture of any state: Dr Sambit Patra, BJP #Mak\xe2\x80\xa6'",2017/1/20,12:7:21
imohnraj_r,822506749135650816,2017/1/20,18:11:5,b'@TimesNow @ndtv @ANI_news https://t.co/l3GXgMOJK8',2017/1/20,12:7:21
JKalifali,822506697646342145,2017/1/20,18:10:52,b'RT @dr_praveen79: @TimesNow I support Jallikattu. Stop Killing &amp; exporting Animals &amp; save Animals. Encourage Sport.',2017/1/20,12:7:21
princelySuperst,822506694810836992,2017/1/20,18:10:52,b'RT @TimesNow: Telugu superstar Mahesh Babu comes out strongly in support of jallikattu amid groundswell in Tamil Nadu for conduct of the sp\xe2\x80\xa6',2017/1/20,12:7:21
SlImAbHiShAdDy,822506682055999488,2017/1/20,18:10:49,"b'RT @TimesNow: I respect the young people, who democratically &amp; peacefully showed their cultural concerns:Ravi Shankar Prasad,Union Law Min\xe2\x80\xa6'",2017/1/20,12:7:21
earlyseed1,822506640826101760,2017/1/20,18:10:39,"b""Dis is b4 September.... But tell us after September wat had happen?? Don't give covering sh..T of ur BJP looters. https://t.co/3HWfynSIrJ""",2017/1/20,12:7:21
Kranthit,822506571603263488,2017/1/20,18:10:22,"b""RT @TimesNow: #Watch Ravi Shankar Prasad, Union Law Minister's message to PETA and other Animal welfare NGOs #MakkalMovement https://t.co/q\xe2\x80\xa6""",2017/1/20,12:7:21
250praveen,822506557132783618,2017/1/20,18:10:19,b'RT @MistryMania: This actress on #TimesNow nails biggest 6 with comment on BakriEid where millions of goats are killed where is the outrage\xe2\x80\xa6',2017/1/20,12:7:21
nivasvinith,822506555950002177,2017/1/20,18:10:19,b'@TimesNow @PetaIndia https://t.co/Y8DbvQn1Ii',2017/1/20,12:7:21
sinfinity85,822506527290433537,2017/1/20,18:10:12,"b""RT @iMac_too: When you talk only 'vikas' 24*7*365, ultimately vikas consumes your logical reasoning. cc: @narendramodi https://t.co/6D2Dw3j\xe2\x80\xa6""",2017/1/20,12:7:21
selvasubraman16,822506524018966533,2017/1/20,18:10:11,"b'RT @TimesNow: #Watch MR Venkatesh, Political Analyst on Jallikattu and #MakkalMovement https://t.co/fX4BM2EUFK'",2017/1/20,12:7:21
burlaprebellion,822506517588889600,2017/1/20,18:10:9,b'#TruthsNLife #SinsGreed #GreedAndDesire #BiBle #TimesNow https://t.co/JbiW71sJ34',2017/1/20,12:7:21
NSK_Kochhar,822506517207384066,2017/1/20,18:10:9,b'RT @TimesNow: Protester at Marina Beach welcomes approval of ordinance on Jallikattu by Law Ministry. Big boost for the #MakkalMovement htt\xe2\x80\xa6',2017/1/20,12:7:21
TheSteel_,822506511934967808,2017/1/20,18:10:8,"b'RT @TimesNow: The Supreme Court is irrelevant to the country: Gauri Mulekhi, Activist #MakkalMovement https://t.co/jqkCufTr8q'",2017/1/20,12:7:21
AmitaMisra,822506502707675137,2017/1/20,18:10:6,"b'RT @KonkaniBoy: The animal rights woman on @TimesNow is foaming at mouth on #jallikattu. Brought up sati, child marriage, Kaveri issue, Ind\xe2\x80\xa6'",2017/1/20,12:7:21
TheSteel_,822506458847678464,2017/1/20,18:9:55,"b""RT @iMac_too: Maneka Gandhi's 'adviser'. https://t.co/X0fUmuzSb7""",2017/1/20,12:7:21
nivasvinith,822506429097459713,2017/1/20,18:9:48,b'@TimesNow @PetaIndia https://t.co/Y8DbvQn1Ii Haha. Double standard a*$h\xc2\xa4[\xe2\x82\xac$ !!!',2017/1/20,12:7:21
TheSteel_,822506423925895168,2017/1/20,18:9:47,"b""RT @Prof_HariOm: Tweeted 6 times BJP will win UP. Today I reject my otherwise well-founded prediction cos RSS doesn't want PM Modi to get m\xe2\x80\xa6""",2017/1/20,12:7:21
Vijayb409,822506396709228549,2017/1/20,18:9:41,b'RT @TimesNow: Rashtriya Swayamsevak Sangh ideologue Manmohan Vaidya while speaking at Literature Fest in Jaipur said no to quota &amp; called f\xe2\x80\xa6',2017/1/20,12:7:21
SVKoti,822506362017980417,2017/1/20,18:9:32,"b'RT @ShefVaidya: Even Vishy Anand bats for #jallikattu, unlike phoney celebs frm Bollywood, who r afraid to embrace their own culture! https\xe2\x80\xa6'",2017/1/20,12:7:21
mahendraksrivas,822506345182048257,2017/1/20,18:9:28,b'#donaldtrump  \xe0\xa4\x9f\xe0\xa5\x8d\xe0\xa4\xb0\xe0\xa4\x82\xe0\xa4\xaa \xe0\xa4\x95\xe0\xa4\xbe \xe0\xa4\xad\xe0\xa4\xbe\xe0\xa4\xb7\xe0\xa4\xa3 \xe0\xa4\xb8\xe0\xa5\x81\xe0\xa4\xa8\xe0\xa4\x95\xe0\xa4\xb0 \xe0\xa4\xb2\xe0\xa4\x97\xe0\xa4\xbe \xe0\xa4\x95\xe0\xa4\xbf \xe0\xa4\x85\xe0\xa4\xae\xe0\xa5\x87\xe0\xa4\xb0\xe0\xa4\xbf\xe0\xa4\x95\xe0\xa4\xbe \xe0\xa4\xae\xe0\xa5\x87\xe0\xa4\x82 \xe0\xa4\xad\xe0\xa5\x80 \xe0\xa4\x95\xe0\xa5\x87\xe0\xa4\x9c\xe0\xa4\xb0\xe0\xa5\x80\xe0\xa4\xb5\xe0\xa4\xbe\xe0\xa4\xb2 \xe0\xa4\x9c\xe0\xa5\x80\xe0\xa4\xa4 \xe0\xa4\x97\xe0\xa4\xaf\xe0\xa4\xbe !\n@TIME \n@BBCBreaking \n@TimesNow \n@washingtonpost \n@JagranNews',2017/1/20,12:7:21
Sundarmccs,822506327666753538,2017/1/20,18:9:24,b'RT @ermmani1: Amend PCA Act soon.\n#JusticeforJallikattu #AmendPCAact #AmendPCA\n@ndtv @ANI_news @CNNnews18 @CNN @timesofindia @TimesNow http\xe2\x80\xa6',2017/1/20,12:7:21
Skpj50,822506326161027073,2017/1/20,18:9:24,b'RT @TimesNow: #PICTURES: Donald Trump sworn in as the 45th President of the United States #TrumpEra https://t.co/5mH8VY08Nd',2017/1/20,12:7:21
prashpandey6,822506315188731907,2017/1/20,18:9:21,b'The bull is in focus! Both in India and in US! #jallikattu #JalikattuProtest #PresidentTrump @TimesNow',2017/1/20,12:7:21
krishnanrk,822506226999328770,2017/1/20,18:9:0,b'We are Tamilian #justiceforjallikatu #jallikattu #SaveFarmers @ndtv @TimesNow @CNN @htTweets @IndiaToday #BanPeta  https://t.co/jg7d7i9S93',2017/1/20,12:7:21
Surasen3,822506194166317058,2017/1/20,18:8:52,b'@TimesNow none of them has stayed Khushboji but the defenders against #jallikattu wld still defend even if they r fm J&amp;K &amp; knwng nothing',2017/1/20,12:7:21
imohnraj_r,822506171538046976,2017/1/20,18:8:47,"b'@TimesNow U should feel ashamed, international media addressed us as Indians, U show tamils as if you are hearing a\xe2\x80\xa6 https://t.co/rvVU9iPI7V'",2017/1/20,12:7:21
Kranthit,822506166609657857,2017/1/20,18:8:46,"b'RT @TimesNow: This is a great lesson to the country that we cannot play with the custom and culture of any state: Dr Sambit Patra, BJP #Mak\xe2\x80\xa6'",2017/1/20,12:7:21
B2Sinha,822506161043898368,2017/1/20,18:8:44,"b'RT @TimesNow: 5-time World Chess Champion Vishwanathan Anand extends support to holding Jallikattu, saying it was a cultural symbol https:/\xe2\x80\xa6'",2017/1/20,12:7:21
rjanardhan,822506097705619456,2017/1/20,18:8:29,b'@TimesNow @PicturesPVR \nAnswer : Bye Bye Love...\n#TheByeByeMan \n#Contest',2017/1/20,12:7:21
nirmalthyagu,822506070388023296,2017/1/20,18:8:23,"b""@Chinmayi Hats off &amp; sincere thanks for your well crafted razor sharp statements in support of #justiceforjallikatu in today's TimesNow.""",2017/1/20,12:7:21
prathap_dreams,822506055347347456,2017/1/20,18:8:19,b'#Jallikattu #justiceforjallikattu #Tamilnadu #oneindia @TimesNow @biccindia @PMOIndia @narendramodi @AIADMKOfficial https://t.co/myqfZiLI9v',2017/1/20,12:7:21
ekikaran,822505975525601281,2017/1/20,18:8:0,b'RT @iMac_too: All sleeper cells are activated for UP. https://t.co/eWhsT5bstp',2017/1/20,12:7:21
sujeetsahu53,822505971499040768,2017/1/20,18:7:59,b'@RajiBarani @TimesNow @BJP4India think about animals also....fun is everything ....in the name of culture',2017/1/20,12:7:21
rjanardhan,822505945276317696,2017/1/20,18:7:53,"b""@TimesNow @PicturesPVR \nAnswer: Don't think it, Don't say it.\n#TheByeByeMan \n#Contest""",2017/1/20,12:7:21
rjanardhan,822505943820804096,2017/1/20,18:7:53,b'RT @TimesNow: #Contest Name the song written by The Newton Brothers for The Bye Bye Man #TheByeByeMan @PicturesPVR T&amp;C https://t.co/wWETLxg\xe2\x80\xa6',2017/1/20,12:7:21
yesIamLogical,822505909964324864,2017/1/20,18:7:45,"b""RT @ragarwal: Can we remove India's poverty first? https://t.co/7Rajit845Z""",2017/1/20,12:7:21
uttamkaul,822505861742465025,2017/1/20,18:7:33,b'@KonkaniBoy @_sabanaqvi @TimesNow \xf0\x9f\xa4\xa1\xf0\x9f\xa4\xa1\xf0\x9f\xa4\xa1\xf0\x9f\xa4\xa1\xf0\x9f\xa4\xa1\xf0\x9f\xa4\xa1',2017/1/20,12:7:21
maazkalim,822505861700612097,2017/1/20,18:7:33,"b'@seriousfunnyguy That means u acknowledge that #India has more than one ""#enemy""\xe2\x80\xa6?. \xf0\x9f\x98\x8a\n#Diploma #ForeignPolicy #IndianSubcontinent\n\n@TimesNow'",2017/1/20,12:7:21
dakshitamahesh1,822505855849562112,2017/1/20,18:7:32,b'RT @TimesNow: #PICTURES: Donald Trump sworn in as the 45th President of the United States #TrumpEra https://t.co/5mH8VY08Nd',2017/1/20,12:7:21
Akhishek,822505850413649921,2017/1/20,18:7:30,"b'RT @TimesNow: Victory goes to the people who protested in support of Jallikattu: Chinmayi Sripada, Singer #MakkalMovement https://t.co/pdwJ\xe2\x80\xa6'",2017/1/20,12:7:21
SubhrajitMakur,822505835792363522,2017/1/20,18:7:27,"b""RT @ragarwal: Can we remove India's poverty first? https://t.co/7Rajit845Z""",2017/1/20,12:7:21
irisplayHQ,822505798441967616,2017/1/20,18:7:18,"b'Fire mishap at just Kerala ,chakala\n@twittermedia @BBCMarathiNews @TimesNow @ZeeNews'",2017/1/20,12:7:21
JKalifali,822505788707106816,2017/1/20,18:7:16,b'RT @msheik4: @TimesNow https://t.co/B1auhLJlo9',2017/1/20,12:7:21
vibha24,822505785288626176,2017/1/20,18:7:15,"b'RT @rupasubramanya: Unlike their brain dead,cowardly and opportunistic counterparts in Bollywood, good to see Tamil celebs take a stand. ht\xe2\x80\xa6'",2017/1/20,12:7:21
mp_manash,822505753219100673,2017/1/20,18:7:7,b'RT @p_pranav1988: @RealArnabG @SV99999 @sudhirchaudhary @IndianExpress @TimesNow @aajtak @ibhagwa_n @INCIndia @mp_manash @rahulkanwal @rahu\xe2\x80\xa6',2017/1/20,12:7:21
naveencrazybay,822505752073883648,2017/1/20,18:7:7,b'@TimesNow you Be  the Best achier of United States',2017/1/20,12:7:21
tenny_j,822505746562686976,2017/1/20,18:7:6,b'@narendramodi @rsprasad never expected this govt to bend down to some people who created this strikes  to change la\xe2\x80\xa6 https://t.co/Lmt8ZoBAyG',2017/1/20,12:7:21
Surasen3,822505739935776768,2017/1/20,18:7:4,"b'RT @TimesNow: #Watch Khusboo, Actor &amp; Activist questions Animal Welfare Board of India &amp; PETA India.\n#MakkalMovement https://t.co/8XNDPkxsBi'",2017/1/20,12:7:21
ragarwal,822505685736820736,2017/1/20,18:6:51,"b""Can we remove India's poverty first? https://t.co/7Rajit845Z""",2017/1/20,12:7:21
SakthiVGnanam,822505674743681025,2017/1/20,18:6:48,b'@TimesNow Strengthening protest?Have you people gone mad ?',2017/1/20,12:7:21
bhagyalakshmi_v,822505669312081928,2017/1/20,18:6:47,"b'RT @TimesNow: #WATCH RSN Singh, Author &amp; Strategic Affairs Expert hits out at Engineer Rashid over #HindusKeptOut https://t.co/aRp0VyiZLH'",2017/1/20,12:7:21
rjanardhan,822505641151438849,2017/1/20,18:6:40,b'@TimesNow @PicturesPVR \nAnswer : Doug Jones\n#TheByeByeMan \n#Contest',2017/1/20,12:7:21
Amittiw99750811,822505598101159936,2017/1/20,18:6:30,"b'@TimesNow thanx moron economist baba Ramdev , an illetrate chai wala atleast talks better than u duffer.'",2017/1/20,12:7:21
pranavmp2104,822505559358373891,2017/1/20,18:6:21,"b'RT @TimesNow: This protest is unprecendeed in India, says PMK MP Anbumani Ramadoss after Law Ministry approves ordinance on Jallikattu #Mak\xe2\x80\xa6'",2017/1/20,12:7:21
DhanasinghVinod,822505502240280577,2017/1/20,18:6:7,"b""RT @TimesNow: #Watch Ravi Shankar Prasad, Union Law Minister's message to PETA and other Animal welfare NGOs #MakkalMovement https://t.co/q\xe2\x80\xa6""",2017/1/20,12:7:21
pandeyji_a,822505499031703553,2017/1/20,18:6:7,"b'RT @politicalSci_: \xe0\xa4\xa4\xe0\xa4\xbf\xe0\xa4\xa4\xe0\xa4\xb2\xe0\xa5\x80 \xe0\xa4\x95\xe0\xa5\x87 \xe0\xa4\xaa\xe0\xa4\x82\xe0\xa4\x96\xe0\xa5\x8b\xe0\xa4\x82 \xe0\xa4\xaa\xe0\xa4\xb0 \xe0\xa4\xb0\xe0\xa4\x96 \xe0\xa4\xa6\xe0\xa4\xbf\xe0\xa4\x8f \xe0\xa4\x97\xe0\xa4\x8f \xe0\xa4\xaa\xe0\xa4\xa4\xe0\xa5\x8d\xe0\xa4\xa5\xe0\xa4\xb0,\n\xe0\xa4\x90 \xe0\xa4\x96\xe0\xa5\x81\xe0\xa4\xa6\xe0\xa4\xbe \xe0\xa4\xa4\xe0\xa5\x82 \xe0\xa4\x97\xe0\xa5\x81\xe0\xa4\xae \xe0\xa4\xb9\xe0\xa5\x88 \xe0\xa4\x95\xe0\xa4\xb9\xe0\xa4\xbe\xe0\xa4\x81...?\n#ZairaWasim \nhttps://t.co/40yw62mk2c'",2017/1/20,12:7:21
ViniSayz,822505483516919809,2017/1/20,18:6:3,b'@Chinmayi speech in timesnow\xf0\x9f\x91\x8c',2017/1/20,12:7:21
rjanardhan,822505469336059904,2017/1/20,18:5:59,b'@TimesNow @PicturesPVR \nAnswer : 3 college students.\n#TheByeByeMan \n#Contest',2017/1/20,12:7:21
LeoArulsamy,822505436117172225,2017/1/20,18:5:52,b'@TimesNow did u talk animal welfare mafia.they named street dogs to native breed . #jallikattu is a way to devolepe the healthy native breed',2017/1/20,12:7:21
Hema_SK_,822505429922091011,2017/1/20,18:5:50,"b'RT @TimesNow: Victory goes to the people who protested in support of Jallikattu: Chinmayi Sripada, Singer #MakkalMovement https://t.co/pdwJ\xe2\x80\xa6'",2017/1/20,12:7:21
SmartBarani,822505383520399361,2017/1/20,18:5:39,"b'RT @TimesNow: Victory goes to the people who protested in support of Jallikattu: Chinmayi Sripada, Singer #MakkalMovement https://t.co/pdwJ\xe2\x80\xa6'",2017/1/20,12:7:21
Surasen3,822505361273921537,2017/1/20,18:5:34,"b'RT @TimesNow: If people decide that they want to do something, they can get it: Khushboo Actor #MakkalMovement https://t.co/TKegt4rIoQ'",2017/1/20,12:7:21
Surasen3,822505291849809921,2017/1/20,18:5:17,b'RT @TimesNow: Protester at Marina Beach welcomes approval of ordinance on Jallikattu by Law Ministry. Big boost for the #MakkalMovement htt\xe2\x80\xa6',2017/1/20,12:7:21
Joseph_Amudhan,822505275869593603,2017/1/20,18:5:13,b'RT @ermmani1: Amend PCA Act soon.\n#JusticeforJallikattu #AmendPCAact #AmendPCA\n@ndtv @ANI_news @CNNnews18 @CNN @timesofindia @TimesNow http\xe2\x80\xa6',2017/1/20,12:7:21
Surasen3,822505255694901248,2017/1/20,18:5:9,b'RT @actressanjjanaa: LawMinister approves Ordinance\xf0\x9f\x91\x8d\xf0\x9f\x8f\xbb Biggest victory for #MakkalMovement \xf0\x9f\x91\x8f\xf0\x9f\x8f\xbbtrue heroes of TN\xf0\x9f\x92\xaa\xf0\x9f\x8f\xbb tune into #timesnow now \xf0\x9f\x91\x8d\xf0\x9f\x8f\xbb\xe2\x80\xa6',2017/1/20,12:7:21
Surasen3,822505171381026816,2017/1/20,18:4:48,"b'RT @TimesNow: #Watch People come together at Jantar Mantar, Delhi and form a #MakkalMovement in support of Jallikattu. https://t.co/gYPTNmd\xe2\x80\xa6'",2017/1/20,12:7:21
